0.000000 74301396.816969
-137779646.090173 23227200.880331
-89320654.512188 58136407.869583
-47859272.953352 -464646274.627300
-541795107.883442 -937728313.361704
-1597591883.829926 -650075914.433991
-2248613241.564550 747800938.842935
-1511802560.544083 2608065801.579509
752018939.002952 3580390643.090269
3483031821.935728 2523756029.391375
4911505274.004042 -554145130.555805
3669874820.165754 -4206923831.374512
-155494590.602105 -6219291495.147553
-4765346340.554089 -4932388102.833456
-7481055424.529390 -440432362.298792
-6292078030.987942 5145627948.772788
-1227876335.018033 8674469117.010183
5337051647.543432 7728493024.390454
9777843370.511145 2198841798.677462
9220156709.407478 -5330998601.184909
3343160469.199909 -10770362096.191561
-5121051385.609887 -10744780812.855192
-11632297200.278660 -4648581152.169231
-12279483163.916428 4703069197.778871
-6100881014.468117 12345208888.930780
4075239132.996080 13801010022.581354
12892132296.345041 7683995706.585666
15285961305.220989 -3238105048.885139
9380166528.594624 -13257750005.915428
-2194574674.652653 -16711017028.166885
-13428549574.427633 -11170103067.039846
-18053163188.533714 949905358.966722
-13033159773.258154 13392965037.273258
-488331183.557606 19289915266.240799
13141501380.394871 14947524924.845497
20399537532.175983 2110304702.262953
16890420357.391865 -12666841039.015476
3904002283.078425 -21361256372.444748
-11963931592.777884 -18838310293.122238
-22155465882.139462 -5855323602.490255
-20767117536.043476 11030053956.921869
-7948194766.806011 22763924041.244373
9864870511.853535 22652445254.320969
23169937858.500378 10164699805.577255
24469802532.441727 -8470452764.432118
12485228756.410881 -23358535955.112312
-6851288290.581566 -26194831849.701515
-23316627158.108871 -14888641152.742182
-27803536628.508957 5014266868.271608
-17352443608.258682 23033143782.039940
2968645870.758640 29272506996.380241
22499168396.596581 19852980082.918793
30579141919.503746 -725995150.709869
22365633316.996365 -21708043005.714008
1699878194.929684 -31701865893.397079
-20655459699.777138 -24865035832.198662
-32620338417.322716 -4293024633.022274
-27325288823.397213 19339531985.658909
-7035465876.540436 33315654533.508003
17760846148.408905 29720187201.494892
33770534779.450523 9907326595.107342
32023448997.926369 -15922492152.364143
12886983166.839127 -33969502981.197803
-13830073747.133419 -34208947304.641247
-33899050406.891151 -15951228350.942719
-36250942900.429153 11491697604.149548
-19075450635.243324 33547784902.389229
8917941471.109215 38124315705.288544
32906563743.686241 22233826896.792976
39804793209.285316 -6121801493.443089
25399526907.796310 -31968609063.286163
-3118619012.792118 -41269174040.960945
-30729604838.791950 -28544928124.059471
-42495544872.696556 -74012688.866703
-31641839109.718147 29187774570.759487
-3436361075.460804 43463488906.285690
27343938922.337303 34661729880.743370
44154284240.980904 6946685698.564461
37575967391.179985 -25201552744.303993
10581387274.461773 -44551090498.030556
-22766721064.725868 -40356054340.674377
-44639122159.693253 -14315173437.655811
-42973869449.930031 20048193781.455601
-18121239980.892971 44405807176.302940
17057338956.922230 45401907332.531029
43840929501.466408 21971466269.310223
47613516087.234642 -13808094776.953205
25836623403.341061 -42936754332.141670
-10316900397.540707 -49583130744.396072
-41688134956.328674 -29686593602.362804
-51286500723.593132 6602606064.340389
-33490599189.486439 40092600245.497963
2686363048.102337 52700909496.608315
38150421970.721695 37217439478.054764
53805384700.446770 1408505905.968300
40835733792.917801 -35864661269.735397
5656654766.866051 -54580897008.669724
-33241193745.782822 -44314168804.897461
-55010546145.560654 -10030880052.172413
-47621748315.449814 30288712836.977215
-14502303178.546589 55079732515.982391
27018711255.915035 50728043600.699539
54776313023.607246 19040568069.225193
53603442409.979645 -23445440462.247402
23614052638.800091 -54090739760.807938
